message_id,has_tool_calls,tool_names,timestamp,classification,confidence,label_int,hidden_state,state_name
60,False,[],2026-06-26T14:38:25.714Z,INFERRED,0.9,4,1,Evidence-Grounded
61,False,[],2026-06-26T14:45:10.238Z,ASSERTED,0.9,1,0,Active Reasoning
62,False,[],2026-06-26T15:15:25.934Z,GROUNDED,0.95,3,1,Evidence-Grounded
63,False,[],2026-06-26T15:59:26.213Z,ACTION,0.9,0,0,Active Reasoning
64,False,[],2026-06-26T16:12:15.569Z,GROUNDED,1.0,3,1,Evidence-Grounded
65,False,[],2026-06-26T16:13:06.534Z,ACTION,1.0,0,2,Execution/Drift
66,False,[],2026-06-26T16:15:46.256Z,CORRECTING,1.0,2,2,Execution/Drift
67,False,[],2026-06-26T16:16:01.581Z,ACTION,1.0,0,2,Execution/Drift
68,False,[],2026-06-26T16:16:49.079Z,ACTION,1.0,0,2,Execution/Drift
69,False,[],2026-06-26T16:17:21.625Z,ACTION,1.0,0,2,Execution/Drift
70,False,[],2026-06-26T16:17:55.796Z,ACTION,1.0,0,2,Execution/Drift
71,False,[],2026-06-26T16:19:10.984Z,ACTION,1.0,0,2,Execution/Drift
72,False,[],2026-06-26T16:22:58.293Z,GROUNDED,1.0,3,0,Active Reasoning
73,False,[],2026-06-26T16:23:15.185Z,GROUNDED,0.9,3,1,Evidence-Grounded
74,False,[],2026-06-26T16:24:13.647Z,GROUNDED,1.0,3,0,Active Reasoning
75,False,[],2026-06-26T16:24:29.955Z,CORRECTING,1.0,2,1,Evidence-Grounded
76,False,[],2026-06-26T16:24:40.556Z,INFERRED,0.9,4,0,Active Reasoning
77,False,[],2026-06-26T16:25:20.538Z,GROUNDED,0.9,3,1,Evidence-Grounded
78,False,[],2026-06-26T16:27:19.653Z,MIXED,0.9,5,0,Active Reasoning
79,False,[],2026-06-26T16:27:36.432Z,GROUNDED,1.0,3,1,Evidence-Grounded
80,False,[],2026-06-26T16:27:54.630Z,CORRECTING,0.9,2,2,Execution/Drift
81,False,[],2026-06-26T16:32:58.329Z,ACTION,1.0,0,2,Execution/Drift
82,False,[],2026-06-26T16:35:17.028Z,ACTION,1.0,0,2,Execution/Drift
83,False,[],2026-06-26T16:36:20.007Z,INFERRED,0.9,4,2,Execution/Drift
84,False,[],2026-06-26T16:42:01.742Z,ACTION,1.0,0,2,Execution/Drift
85,False,[],2026-06-26T16:43:08.444Z,GROUNDED,1.0,3,0,Active Reasoning
86,False,[],2026-06-26T16:43:44.880Z,GROUNDED,0.95,3,1,Evidence-Grounded
87,False,[],2026-06-26T16:50:03.846Z,ACTION,1.0,0,0,Active Reasoning
88,False,[],2026-06-26T16:50:35.934Z,GROUNDED,0.9,3,1,Evidence-Grounded
89,False,[],2026-06-26T18:52:21.798Z,ACTION,1.0,0,0,Active Reasoning
90,False,[],2026-06-26T18:54:27.370Z,INFERRED,0.9,4,1,Evidence-Grounded
91,False,[],2026-06-26T18:57:11.451Z,ACTION,1.0,0,0,Active Reasoning
92,False,[],2026-06-26T18:58:22.762Z,GROUNDED,1.0,3,1,Evidence-Grounded
93,False,[],2026-06-26T18:58:28.153Z,GROUNDED,0.9,3,0,Active Reasoning
94,False,[],2026-06-26T18:58:51.470Z,GROUNDED,1.0,3,1,Evidence-Grounded
95,False,[],2026-06-26T18:59:17.457Z,GROUNDED,1.0,3,0,Active Reasoning
96,False,[],2026-06-26T23:19:43.102Z,GROUNDED,1.0,3,1,Evidence-Grounded
97,False,[],2026-06-26T23:21:18.581Z,INFERRED,0.9,4,0,Active Reasoning
98,False,[],2026-06-26T23:21:53.304Z,ACTION,1.0,0,1,Evidence-Grounded
99,False,[],2026-06-26T23:23:57.538Z,MIXED,0.9,5,0,Active Reasoning
100,False,[],2026-06-26T23:29:53.717Z,GROUNDED,1.0,3,1,Evidence-Grounded
101,False,[],2026-06-26T23:30:17.045Z,INFERRED,0.9,4,0,Active Reasoning
102,False,[],2026-06-26T23:31:22.158Z,CORRECTING,1.0,2,1,Evidence-Grounded
103,False,[],2026-06-26T23:45:59.886Z,INFERRED,0.9,4,0,Active Reasoning
104,False,[],2026-06-26T23:47:34.533Z,CORRECTING,1.0,2,1,Evidence-Grounded
105,False,[],2026-06-26T23:58:19.732Z,ACTION,1.0,0,2,Execution/Drift
106,False,[],2026-06-26T23:59:03.308Z,GROUNDED,1.0,3,0,Active Reasoning
107,False,[],2026-06-26T23:59:26.923Z,GROUNDED,1.0,3,1,Evidence-Grounded
108,False,[],2026-06-27T01:00:13.618Z,INFERRED,0.9,4,0,Active Reasoning
109,False,[],2026-06-27T01:17:45.597Z,GROUNDED,0.95,3,1,Evidence-Grounded
110,False,[],2026-06-27T01:25:52.518Z,INFERRED,0.9,4,0,Active Reasoning
111,False,[],2026-06-27T01:51:49.539Z,ACTION,1.0,0,1,Evidence-Grounded
112,False,[],2026-06-27T01:52:01.808Z,GROUNDED,1.0,3,0,Active Reasoning
113,False,[],2026-06-27T01:52:42.453Z,GROUNDED,0.9,3,1,Evidence-Grounded
114,False,[],2026-06-27T02:01:25.307Z,GROUNDED,0.95,3,0,Active Reasoning
115,False,[],2026-06-27T02:02:45.790Z,INFERRED,0.9,4,1,Evidence-Grounded
116,False,[],2026-06-27T02:04:22.806Z,ASSERTED,0.9,1,0,Active Reasoning
117,False,[],2026-06-27T02:05:06.108Z,GROUNDED,1.0,3,1,Evidence-Grounded
118,False,[],2026-06-27T02:06:03.245Z,INFERRED,0.9,4,0,Active Reasoning
119,False,[],2026-06-27T02:07:20.206Z,ACTION,1.0,0,1,Evidence-Grounded
120,False,[],2026-06-27T02:07:30.238Z,GROUNDED,1.0,3,0,Active Reasoning
121,False,[],2026-06-27T02:07:45.507Z,GROUNDED,1.0,3,1,Evidence-Grounded
122,False,[],2026-06-27T02:09:10.427Z,INFERRED,0.9,4,0,Active Reasoning
123,False,[],2026-06-27T02:11:20.422Z,INFERRED,0.9,4,1,Evidence-Grounded
124,False,[],2026-06-27T02:12:51.274Z,GROUNDED,1.0,3,0,Active Reasoning
125,False,[],2026-06-27T02:13:20.419Z,ACTION,1.0,0,1,Evidence-Grounded
126,False,[],2026-06-27T02:14:45.706Z,GROUNDED,1.0,3,0,Active Reasoning
127,False,[],2026-06-27T02:15:27.509Z,GROUNDED,1.0,3,1,Evidence-Grounded
128,False,[],2026-06-27T11:08:02.464Z,INFERRED,0.9,4,0,Active Reasoning
129,False,[],2026-06-27T11:09:56.002Z,GROUNDED,1.0,3,1,Evidence-Grounded
130,False,[],2026-06-27T11:11:01.678Z,GROUNDED,0.95,3,0,Active Reasoning
131,False,[],2026-06-27T11:13:05.490Z,ACTION,1.0,0,1,Evidence-Grounded
132,False,[],2026-06-27T11:13:15.408Z,ACTION,1.0,0,0,Active Reasoning
133,False,[],2026-06-27T11:13:38.221Z,GROUNDED,1.0,3,1,Evidence-Grounded
134,False,[],2026-06-27T11:16:03.214Z,ACTION,0.9,0,0,Active Reasoning
135,False,[],2026-06-27T11:17:00.421Z,GROUNDED,0.9,3,1,Evidence-Grounded
136,False,[],2026-06-27T11:18:11.256Z,ACTION,0.9,0,0,Active Reasoning
137,False,[],2026-06-27T11:21:27.136Z,INFERRED,0.9,4,1,Evidence-Grounded
138,False,[],2026-06-27T11:24:04.829Z,ACTION,1.0,0,0,Active Reasoning
139,False,[],2026-06-27T11:26:26.653Z,GROUNDED,0.9,3,1,Evidence-Grounded
140,False,[],2026-06-27T11:27:03.112Z,ACTION,1.0,0,0,Active Reasoning
141,False,[],2026-06-27T11:27:30.655Z,ACTION,1.0,0,1,Evidence-Grounded
142,False,[],2026-06-27T11:27:50.209Z,MIXED,0.9,5,0,Active Reasoning
143,False,[],2026-06-27T11:29:55.215Z,GROUNDED,0.9,3,1,Evidence-Grounded
144,False,[],2026-06-27T11:30:13.982Z,INFERRED,0.9,4,0,Active Reasoning
145,False,[],2026-06-27T11:30:17.155Z,GROUNDED,1.0,3,1,Evidence-Grounded
146,False,[],2026-06-27T11:31:06.393Z,GROUNDED,1.0,3,0,Active Reasoning
147,False,[],2026-06-27T11:31:37.771Z,GROUNDED,1.0,3,1,Evidence-Grounded
148,False,[],2026-06-27T11:32:11.097Z,GROUNDED,1.0,3,0,Active Reasoning
149,False,[],2026-06-27T11:32:46.495Z,GROUNDED,1.0,3,1,Evidence-Grounded
150,False,[],2026-06-27T11:33:42.628Z,GROUNDED,0.9,3,0,Active Reasoning
151,False,[],2026-06-27T11:34:37.971Z,GROUNDED,1.0,3,1,Evidence-Grounded
152,False,[],2026-06-27T11:36:50.066Z,GROUNDED,1.0,3,0,Active Reasoning
153,False,[],2026-06-27T11:42:13.284Z,GROUNDED,1.0,3,1,Evidence-Grounded
154,False,[],2026-06-27T11:42:46.643Z,INFERRED,0.9,4,0,Active Reasoning
155,False,[],2026-06-27T11:43:39.740Z,GROUNDED,0.95,3,1,Evidence-Grounded
156,False,[],2026-06-27T11:48:06.592Z,GROUNDED,1.0,3,0,Active Reasoning
157,False,[],2026-06-27T11:48:51.615Z,INFERRED,0.9,4,1,Evidence-Grounded
158,False,[],2026-06-27T11:52:52.500Z,GROUNDED,1.0,3,0,Active Reasoning
159,False,[],2026-06-27T11:57:45.794Z,GROUNDED,1.0,3,1,Evidence-Grounded
160,False,[],2026-06-27T11:58:04.855Z,GROUNDED,1.0,3,0,Active Reasoning
161,False,[],2026-06-27T11:58:30.051Z,INFERRED,0.9,4,1,Evidence-Grounded
162,False,[],2026-06-27T11:58:49.755Z,GROUNDED,1.0,3,0,Active Reasoning
163,False,[],2026-06-27T11:59:41.915Z,MIXED,0.9,5,1,Evidence-Grounded
164,False,[],2026-06-27T11:59:44.971Z,ASSERTED,0.9,1,0,Active Reasoning
165,False,[],2026-06-27T12:05:28.371Z,GROUNDED,1.0,3,1,Evidence-Grounded
166,False,[],2026-06-27T12:08:49.611Z,GROUNDED,1.0,3,0,Active Reasoning
167,False,[],2026-06-27T12:20:04.870Z,INFERRED,0.9,4,1,Evidence-Grounded
168,False,[],2026-06-27T12:21:45.504Z,INFERRED,0.9,4,0,Active Reasoning
169,False,[],2026-06-27T12:22:40.932Z,GROUNDED,1.0,3,1,Evidence-Grounded
170,False,[],2026-06-27T12:30:06.717Z,GROUNDED,1.0,3,0,Active Reasoning
171,False,[],2026-06-27T12:30:32.047Z,GROUNDED,1.0,3,1,Evidence-Grounded
172,False,[],2026-06-27T12:31:07.575Z,ACTION,1.0,0,0,Active Reasoning
173,False,[],2026-06-27T12:31:38.775Z,INFERRED,0.9,4,1,Evidence-Grounded
174,False,[],2026-06-27T12:32:38.245Z,GROUNDED,0.9,3,0,Active Reasoning
175,False,[],2026-06-27T12:33:29.301Z,ACTION,1.0,0,1,Evidence-Grounded
176,False,[],2026-06-27T12:34:37.292Z,MIXED,0.9,5,0,Active Reasoning
177,False,[],2026-06-27T12:58:42.851Z,GROUNDED,0.9,3,1,Evidence-Grounded
178,False,[],2026-06-27T13:27:40.237Z,MIXED,0.9,5,0,Active Reasoning
179,False,[],2026-06-27T13:28:01.874Z,GROUNDED,0.9,3,1,Evidence-Grounded
180,False,[],2026-06-27T13:28:39.130Z,INFERRED,0.8,4,0,Active Reasoning
181,False,[],2026-06-27T13:29:10.668Z,INFERRED,0.9,4,1,Evidence-Grounded
182,False,[],2026-06-27T13:32:20.805Z,INFERRED,0.9,4,0,Active Reasoning
183,False,[],2026-06-27T13:33:16.373Z,GROUNDED,1.0,3,1,Evidence-Grounded
184,False,[],2026-06-27T13:33:50.571Z,GROUNDED,1.0,3,0,Active Reasoning
185,False,[],2026-06-27T13:34:20.594Z,GROUNDED,0.95,3,1,Evidence-Grounded
186,False,[],2026-06-27T14:39:32.618Z,ACTION,1.0,0,0,Active Reasoning
187,False,[],2026-06-27T14:40:07.744Z,GROUNDED,0.9,3,1,Evidence-Grounded
188,False,[],2026-06-27T14:40:11.440Z,GROUNDED,1.0,3,0,Active Reasoning
189,False,[],2026-06-27T14:40:38.900Z,GROUNDED,1.0,3,1,Evidence-Grounded
190,False,[],2026-06-27T15:06:17.465Z,INFERRED,0.9,4,0,Active Reasoning
191,False,[],2026-06-27T15:06:41.676Z,GROUNDED,1.0,3,1,Evidence-Grounded
192,False,[],2026-06-27T15:07:24.006Z,INFERRED,0.9,4,0,Active Reasoning
193,False,[],2026-06-27T15:08:29.665Z,ACTION,1.0,0,1,Evidence-Grounded
194,False,[],2026-06-27T15:10:10.848Z,GROUNDED,1.0,3,0,Active Reasoning
195,False,[],2026-06-27T15:10:37.303Z,INFERRED,0.9,4,1,Evidence-Grounded
196,False,[],2026-06-27T15:10:54.473Z,GROUNDED,1.0,3,0,Active Reasoning
197,False,[],2026-06-27T15:11:49.080Z,ACTION,1.0,0,1,Evidence-Grounded
198,False,[],2026-06-27T15:14:02.806Z,INFERRED,0.9,4,0,Active Reasoning
199,False,[],2026-06-27T15:14:06.903Z,GROUNDED,1.0,3,1,Evidence-Grounded
200,False,[],2026-06-27T15:14:26.218Z,ACTION,1.0,0,2,Execution/Drift
201,False,[],2026-06-27T15:16:02.222Z,INFERRED,0.9,4,0,Active Reasoning
202,False,[],2026-06-27T15:28:49.430Z,GROUNDED,1.0,3,1,Evidence-Grounded
203,False,[],2026-06-28T13:38:59.693Z,GROUNDED,1.0,3,0,Active Reasoning
204,False,[],2026-06-28T15:47:32.417Z,ACTION,0.9,0,1,Evidence-Grounded
205,False,[],2026-06-28T15:48:29.242Z,GROUNDED,0.9,3,0,Active Reasoning
206,False,[],2026-06-28T15:48:48.012Z,INFERRED,0.9,4,1,Evidence-Grounded
207,False,[],2026-06-28T15:51:47.745Z,MIXED,0.9,5,0,Active Reasoning
208,False,[],2026-06-28T15:53:55.204Z,INFERRED,0.9,4,1,Evidence-Grounded
209,False,[],2026-06-28T15:56:46.526Z,ACTION,0.9,0,0,Active Reasoning
210,False,[],2026-06-28T15:57:30.974Z,INFERRED,0.8,4,1,Evidence-Grounded
211,False,[],2026-06-28T15:58:07.844Z,GROUNDED,1.0,3,0,Active Reasoning
212,False,[],2026-06-28T16:21:02.138Z,GROUNDED,1.0,3,1,Evidence-Grounded
213,False,[],2026-06-28T16:21:14.440Z,GROUNDED,1.0,3,0,Active Reasoning
214,False,[],2026-06-28T16:25:20.141Z,GROUNDED,1.0,3,1,Evidence-Grounded
215,False,[],2026-06-28T17:50:03.696Z,ACTION,1.0,0,2,Execution/Drift
216,False,[],2026-06-28T17:50:22.714Z,ACTION,0.9,0,2,Execution/Drift
217,False,[],2026-06-28T17:56:38.050Z,GROUNDED,1.0,3,2,Execution/Drift
218,False,[],2026-06-28T17:58:32.713Z,ACTION,1.0,0,2,Execution/Drift
219,False,[],2026-06-28T17:58:55.446Z,GROUNDED,1.0,3,2,Execution/Drift
220,False,[],2026-06-28T18:03:10.197Z,ACTION,1.0,0,2,Execution/Drift
221,False,[],2026-06-28T18:03:19.345Z,ACTION,1.0,0,2,Execution/Drift
222,False,[],2026-06-28T18:03:37.465Z,INFERRED,0.85,4,2,Execution/Drift
223,False,[],2026-06-28T18:05:50.025Z,ACTION,1.0,0,2,Execution/Drift
224,False,[],2026-06-28T18:05:55.170Z,GROUNDED,1.0,3,2,Execution/Drift
225,False,[],2026-06-28T18:06:06.062Z,ACTION,1.0,0,2,Execution/Drift
226,False,[],2026-06-28T18:06:24.223Z,GROUNDED,1.0,3,2,Execution/Drift
227,False,[],2026-06-28T18:22:48.172Z,ACTION,1.0,0,2,Execution/Drift
228,False,[],2026-06-28T18:26:26.198Z,ACTION,1.0,0,2,Execution/Drift
229,False,[],2026-06-28T18:26:33.867Z,INFERRED,0.9,4,2,Execution/Drift
230,False,[],2026-06-28T18:26:47.734Z,ACTION,1.0,0,2,Execution/Drift
231,False,[],2026-06-28T18:27:27.515Z,MIXED,0.9,5,2,Execution/Drift
232,False,[],2026-06-28T18:28:46.351Z,INFERRED,0.9,4,2,Execution/Drift
233,False,[],2026-06-28T18:29:18.276Z,ACTION,1.0,0,2,Execution/Drift
234,False,[],2026-06-28T18:29:32.932Z,INFERRED,0.9,4,2,Execution/Drift
235,False,[],2026-06-28T18:30:07.897Z,ACTION,0.9,0,2,Execution/Drift
236,False,[],2026-06-28T18:30:18.830Z,ACTION,0.9,0,2,Execution/Drift
237,False,[],2026-06-28T18:30:40.442Z,INFERRED,0.9,4,2,Execution/Drift
238,False,[],2026-06-28T18:31:05.119Z,GROUNDED,1.0,3,2,Execution/Drift
239,False,[],2026-06-28T18:31:32.022Z,ACTION,1.0,0,2,Execution/Drift
240,False,[],2026-06-28T18:31:38.450Z,ACTION,1.0,0,2,Execution/Drift
241,False,[],2026-06-28T18:31:49.103Z,GROUNDED,1.0,3,2,Execution/Drift
242,False,[],2026-06-28T18:41:00.096Z,ACTION,1.0,0,2,Execution/Drift
243,False,[],2026-06-28T18:41:07.427Z,INFERRED,0.9,4,2,Execution/Drift
244,False,[],2026-06-28T18:41:13.368Z,MIXED,0.9,5,2,Execution/Drift
245,False,[],2026-06-28T18:41:25.773Z,ACTION,1.0,0,2,Execution/Drift
246,False,[],2026-06-28T18:41:37.584Z,INFERRED,0.9,4,2,Execution/Drift
247,False,[],2026-06-28T18:43:55.053Z,ACTION,0.9,0,0,Active Reasoning
248,False,[],2026-06-28T18:44:08.584Z,GROUNDED,1.0,3,1,Evidence-Grounded
249,False,[],2026-06-28T18:44:24.610Z,ACTION,1.0,0,0,Active Reasoning
250,False,[],2026-06-28T18:44:58.191Z,GROUNDED,1.0,3,1,Evidence-Grounded
251,False,[],2026-06-28T18:45:33.255Z,GROUNDED,0.9,3,0,Active Reasoning
252,False,[],2026-06-28T18:46:34.182Z,GROUNDED,1.0,3,1,Evidence-Grounded
253,False,[],2026-06-28T18:47:02.149Z,INFERRED,0.9,4,0,Active Reasoning
254,False,[],2026-06-28T18:48:18.599Z,GROUNDED,0.9,3,1,Evidence-Grounded
255,False,[],2026-06-28T18:49:01.705Z,GROUNDED,1.0,3,0,Active Reasoning
256,False,[],2026-06-28T18:50:09.547Z,ACTION,1.0,0,1,Evidence-Grounded
257,False,[],2026-06-28T18:50:22.021Z,GROUNDED,1.0,3,0,Active Reasoning
258,False,[],2026-06-28T18:51:09.993Z,GROUNDED,0.9,3,1,Evidence-Grounded
259,False,[],2026-06-28T18:52:20.202Z,ACTION,1.0,0,0,Active Reasoning
260,False,[],2026-06-28T18:53:09.352Z,GROUNDED,0.95,3,1,Evidence-Grounded
261,False,[],2026-06-28T18:56:41.615Z,MIXED,0.9,5,0,Active Reasoning
262,False,[],2026-06-28T18:57:11.282Z,GROUNDED,1.0,3,1,Evidence-Grounded
263,False,[],2026-06-28T18:57:54.714Z,GROUNDED,1.0,3,0,Active Reasoning
264,False,[],2026-06-28T18:58:20.917Z,ACTION,0.9,0,1,Evidence-Grounded
265,False,[],2026-06-28T18:58:38.650Z,ASSERTED,0.9,1,0,Active Reasoning
266,False,[],2026-06-28T18:59:32.447Z,INFERRED,0.9,4,1,Evidence-Grounded
267,False,[],2026-06-28T19:55:20.499Z,ASSERTED,0.9,1,0,Active Reasoning
268,False,[],2026-06-28T19:55:46.963Z,ACTION,0.9,0,1,Evidence-Grounded
269,False,[],2026-06-28T19:56:21.123Z,ACTION,1.0,0,0,Active Reasoning
270,False,[],2026-06-28T19:57:32.601Z,INFERRED,0.9,4,1,Evidence-Grounded
271,False,[],2026-06-28T19:57:46.437Z,INFERRED,0.9,4,0,Active Reasoning
272,False,[],2026-06-28T19:58:03.839Z,GROUNDED,1.0,3,1,Evidence-Grounded
273,False,[],2026-06-28T19:58:33.297Z,GROUNDED,1.0,3,0,Active Reasoning
274,False,[],2026-06-28T19:59:12.919Z,GROUNDED,1.0,3,1,Evidence-Grounded
275,False,[],2026-06-28T19:59:34.208Z,GROUNDED,1.0,3,0,Active Reasoning
276,False,[],2026-06-28T20:00:04.384Z,GROUNDED,1.0,3,1,Evidence-Grounded
277,False,[],2026-06-28T20:00:08.984Z,ACTION,1.0,0,2,Execution/Drift
278,False,[],2026-06-28T20:00:24.058Z,MIXED,0.9,5,2,Execution/Drift
279,False,[],2026-06-28T20:01:24.273Z,ACTION,1.0,0,2,Execution/Drift
280,False,[],2026-06-28T20:01:55.653Z,INFERRED,0.9,4,2,Execution/Drift
281,False,[],2026-06-28T20:02:17.736Z,ACTION,1.0,0,2,Execution/Drift
282,False,[],2026-06-28T20:03:12.736Z,CORRECTING,1.0,2,2,Execution/Drift
283,False,[],2026-06-28T20:03:58.684Z,ACTION,0.9,0,2,Execution/Drift
284,False,[],2026-06-28T20:04:06.152Z,ACTION,0.9,0,2,Execution/Drift
285,False,[],2026-06-28T20:04:11.666Z,ACTION,1.0,0,2,Execution/Drift
286,False,[],2026-06-28T20:04:45.367Z,MIXED,0.9,5,2,Execution/Drift
287,False,[],2026-06-28T20:26:13.359Z,ACTION,0.9,0,0,Active Reasoning
288,False,[],2026-06-28T20:26:41.821Z,GROUNDED,1.0,3,1,Evidence-Grounded
289,False,[],2026-06-28T20:28:09.210Z,GROUNDED,1.0,3,0,Active Reasoning
290,False,[],2026-06-28T20:28:31.291Z,ACTION,1.0,0,1,Evidence-Grounded
291,False,[],2026-06-28T20:28:58.201Z,INFERRED,0.9,4,0,Active Reasoning
292,False,[],2026-06-28T20:29:46.068Z,GROUNDED,1.0,3,1,Evidence-Grounded
293,False,[],2026-06-28T20:30:13.884Z,ACTION,1.0,0,0,Active Reasoning
294,False,[],2026-06-28T20:30:51.142Z,CORRECTING,1.0,2,1,Evidence-Grounded
295,False,[],2026-06-28T20:31:03.267Z,INFERRED,0.9,4,0,Active Reasoning
296,False,[],2026-06-28T20:31:16.967Z,INFERRED,0.9,4,1,Evidence-Grounded
297,False,[],2026-06-28T22:32:43.294Z,ACTION,1.0,0,0,Active Reasoning
298,False,[],2026-06-28T22:32:58.235Z,GROUNDED,1.0,3,1,Evidence-Grounded
299,False,[],2026-06-28T22:47:46.198Z,GROUNDED,1.0,3,0,Active Reasoning
300,False,[],2026-06-28T22:49:34.593Z,CORRECTING,0.9,2,1,Evidence-Grounded
301,False,[],2026-06-28T22:49:48.100Z,GROUNDED,1.0,3,0,Active Reasoning
302,False,[],2026-06-28T22:50:09.000Z,GROUNDED,1.0,3,1,Evidence-Grounded
